qr_id,asset_id,asset_tag,qr_value,is_printed,scan_count
qr-00328,ast-00328,AST-00328,22102673839C14E0EAC429CA,TRUE,40
qr-00329,ast-00329,AST-00329,E4A2F1E8D70F5DD95DACAC62,TRUE,23
qr-00330,ast-00330,AST-00330,2043AF0BA23E1A4518DBCA6E,TRUE,1
qr-00331,ast-00331,AST-00331,4AC4F93FF0A8213205B430DD,TRUE,21
qr-00332,ast-00332,AST-00332,969630A25029323833DE5975,TRUE,1
qr-00333,ast-00333,AST-00333,41753EA56A8E4BE60A817192,TRUE,28
qr-00334,ast-00334,AST-00334,F672190916B513ED8674BF13,TRUE,3
qr-00335,ast-00335,AST-00335,D08E0577EC21DB05E856ECFC,TRUE,34
qr-00336,ast-00336,AST-00336,EA65B7B6149334A55B7E0190,TRUE,43
qr-00337,ast-00337,AST-00337,A7650AD167035A159157CA12,TRUE,47
qr-00338,ast-00338,AST-00338,361BC3499700FF82EB80257E,TRUE,27
qr-00339,ast-00339,AST-00339,79F93A4F570C999B79EF84C6,FALSE,25
qr-00340,ast-00340,AST-00340,13D6919675F0A9C774EB01B5,TRUE,9
qr-00341,ast-00341,AST-00341,AC8DF4451C945A3D654A7A58,TRUE,13
qr-00342,ast-00342,AST-00342,E6F26CAF89355AB1514D3A15,TRUE,13
qr-00343,ast-00343,AST-00343,8C17B24ADE19EED4E90A24CD,TRUE,24
qr-00344,ast-00344,AST-00344,1788E7B4EE853B2547B4570A,TRUE,39
qr-00345,ast-00345,AST-00345,57208D606AD0D0F5CC670115,TRUE,9
qr-00346,ast-00346,AST-00346,FC1E6AB6A8A61D5DACBC5C6F,TRUE,23
qr-00347,ast-00347,AST-00347,52E62CC7DF89AA62609D09AE,FALSE,4
qr-00348,ast-00348,AST-00348,9721FFF286A4AD2C40073B1C,TRUE,46
qr-00349,ast-00349,AST-00349,2507450A46EA3B9E9AA39E96,TRUE,1
qr-00350,ast-00350,AST-00350,2B40124754ECAA5DBC3C4112,TRUE,8
qr-00351,ast-00351,AST-00351,64A6ECDCC003250080003E44,TRUE,39
qr-00352,ast-00352,AST-00352,8A455CF4A21B0BCE81342C09,TRUE,28
qr-00353,ast-00353,AST-00353,3C684C33CC2A708D439E55B7,FALSE,40
qr-00354,ast-00354,AST-00354,00CABE6A9AA2E06CDD089BFB,FALSE,18
qr-00355,ast-00355,AST-00355,02443E9DAD49CB0C4E55B82F,TRUE,24
qr-00356,ast-00356,AST-00356,D314971AECA011A5B2F8D7A3,FALSE,25
qr-00357,ast-00357,AST-00357,3C33DCF32CCDE8D80D928E85,TRUE,29
qr-00358,ast-00358,AST-00358,6D948AA7848D4C52C5B9ABFD,TRUE,32
qr-00359,ast-00359,AST-00359,2AB54C82E59508C8E52B76CB,TRUE,12
qr-00360,ast-00360,AST-00360,B7745461E2110AE43D5115B1,TRUE,11
qr-00361,ast-00361,AST-00361,4B1D74898E2BE83D4C9923EC,TRUE,31
qr-00362,ast-00362,AST-00362,D634F2D1A18048E098DCB68A,TRUE,37
qr-00363,ast-00363,AST-00363,24F9595A934B0459FF5A779D,FALSE,39
qr-00364,ast-00364,AST-00364,42CC77C4DBC068164778859B,TRUE,25
qr-00365,ast-00365,AST-00365,BF7BB070E3E253980444B144,TRUE,31
qr-00366,ast-00366,AST-00366,F28F17DBE613CB7FEB5FA895,TRUE,46
qr-00367,ast-00367,AST-00367,FEE5C5EF2D97F9D135403F84,FALSE,43
qr-00368,ast-00368,AST-00368,5A15CEC52EC686A52B5D8B48,FALSE,5
qr-00369,ast-00369,AST-00369,CA9591F7375B61297BD1D601,TRUE,27
qr-00370,ast-00370,AST-00370,E38FA7E55F4A9E97E78E3B2C,TRUE,25
qr-00371,ast-00371,AST-00371,499E84BCE4B2C4F981CA3D94,TRUE,14
qr-00372,ast-00372,AST-00372,30ACC49ABEF6F2B3050ACC4A,TRUE,3
qr-00373,ast-00373,AST-00373,7B27B04EE7B0FC20E857D22C,FALSE,9
qr-00374,ast-00374,AST-00374,2F7D8A11AC033DDD4F042FE6,TRUE,21
qr-00375,ast-00375,AST-00375,7E64503216E41CA270B8C53C,TRUE,33
qr-00376,ast-00376,AST-00376,A3E14500CBE1C4B533362F48,TRUE,34
qr-00377,ast-00377,AST-00377,49C8148157F658D8AD628011,TRUE,38
qr-00378,ast-00378,AST-00378,DF48688A25133322C78CDD91,TRUE,14
qr-00379,ast-00379,AST-00379,21F135CACF632DC8B9B49AAD,TRUE,3
qr-00380,ast-00380,AST-00380,48245C1AC893D1051FFB707A,TRUE,30
qr-00381,ast-00381,AST-00381,66FB40AD96828A9845D35356,TRUE,48
qr-00382,ast-00382,AST-00382,EDECC7BE2194687EBA7B0DE3,TRUE,21
qr-00383,ast-00383,AST-00383,5BCE46452ED227DF7B8988DB,TRUE,5
qr-00384,ast-00384,AST-00384,7CE4A27EBD407A204DBA1E39,FALSE,6
qr-00385,ast-00385,AST-00385,EA56B7F5335049B785E4750F,FALSE,41
qr-00386,ast-00386,AST-00386,7E629E4A24F758836ECE9B55,TRUE,5
qr-00387,ast-00387,AST-00387,1AF65EADE3EEB57B760388AD,TRUE,43
qr-00388,ast-00388,AST-00388,C1BE25A5F89557D45BD8C5DC,TRUE,12
qr-00389,ast-00389,AST-00389,3B8ADE2B403527E1D17C493B,TRUE,9
qr-00390,ast-00390,AST-00390,509F438D8EED7966EAFF119F,TRUE,24
qr-00391,ast-00391,AST-00391,A6C458378EF60303C018C05C,TRUE,41
qr-00392,ast-00392,AST-00392,5C2599B6D5EC4B3FA1504B32,TRUE,48
qr-00393,ast-00393,AST-00393,CA50030A403F00D02EAEDED5,TRUE,43
qr-00394,ast-00394,AST-00394,4017DDEC32807CA7D7F8A2C2,TRUE,4
qr-00395,ast-00395,AST-00395,80B3DA0D8DEDA243D8122C3E,TRUE,45
qr-00396,ast-00396,AST-00396,6F32E061DD085354BFD2E58C,TRUE,44
qr-00397,ast-00397,AST-00397,74BC0FFA650A5C33268B52D5,TRUE,5
qr-00398,ast-00398,AST-00398,057BED3F1B367F8DBAA3FC31,TRUE,18
qr-00399,ast-00399,AST-00399,B730A7026FFC7EB8E6ECF82D,TRUE,19
qr-00400,ast-00400,AST-00400,88A5AFAE10D29C35A4C92487,TRUE,12
qr-00401,ast-00401,AST-00401,4AC751A829B3016DF4318228,TRUE,14
qr-00402,ast-00402,AST-00402,6FECAB784B01F9B2854F1D2A,TRUE,10
qr-00403,ast-00403,AST-00403,9D2D2E09A6E7C8DB76390A12,TRUE,25
qr-00404,ast-00404,AST-00404,E33F80C50D76140BFBC7EDFC,TRUE,4
qr-00405,ast-00405,AST-00405,98C4D6B3D41CE3A1E18FC6CE,TRUE,8
qr-00406,ast-00406,AST-00406,DE953C22B14833388A83E039,TRUE,27
qr-00407,ast-00407,AST-00407,73180B057BBA6777D48076DE,TRUE,22
qr-00408,ast-00408,AST-00408,C316B5ADB6CF3B43D4F3B58B,TRUE,33
qr-00409,ast-00409,AST-00409,13FDBDA915EEC6A4F7F93D6D,TRUE,5
qr-00410,ast-00410,AST-00410,4024582371BD1B66C701DA1E,TRUE,29
qr-00411,ast-00411,AST-00411,456E2EA0757F35C5C72FDFC4,TRUE,12
qr-00412,ast-00412,AST-00412,9D9DD5301236F11DBFA6EC83,TRUE,35
qr-00413,ast-00413,AST-00413,262997C67070C8DFF3B7D623,TRUE,30
qr-00414,ast-00414,AST-00414,136695491FF427EF166159F5,TRUE,7
qr-00415,ast-00415,AST-00415,5B66FE93A1239F6435DF51E3,TRUE,1
qr-00416,ast-00416,AST-00416,B2EBE65A64748FC4C966DD57,TRUE,28
qr-00417,ast-00417,AST-00417,F7E2FBF0A08DEC1A81D012C7,TRUE,25
qr-00418,ast-00418,AST-00418,5E652624160349ED51DFA7C0,FALSE,23
qr-00419,ast-00419,AST-00419,A97FFDD12938A8CA6E121A93,FALSE,40
qr-00420,ast-00420,AST-00420,8CADCC2FACA2A1BB0C06804B,TRUE,22
qr-00421,ast-00421,AST-00421,7DC0B4682C003DDC0A5F2864,TRUE,18
qr-00422,ast-00422,AST-00422,0DFF825EB0FF9DE8308DDD63,TRUE,23
qr-00423,ast-00423,AST-00423,A91E9126C809C1D6AD523874,TRUE,6
qr-00424,ast-00424,AST-00424,6CE56574CF040AEEA40B40A1,FALSE,5
qr-00425,ast-00425,AST-00425,5D07CE5FF0B30303E0999BF2,TRUE,6
qr-00426,ast-00426,AST-00426,EE26494E352DBD250EAE2642,TRUE,25
qr-00427,ast-00427,AST-00427,1188B1CBA601C4857F98D44E,TRUE,50
qr-00428,ast-00428,AST-00428,9253BCC917B089DCC34D0023,TRUE,47
qr-00429,ast-00429,AST-00429,1C9CF8C022D4DBCDBD126AD0,TRUE,4
qr-00430,ast-00430,AST-00430,4E7067500B738DFFFAB9F799,TRUE,46
qr-00431,ast-00431,AST-00431,7D431AF63605418095EB6C96,FALSE,38
qr-00432,ast-00432,AST-00432,B6E871168427FF3E71D4F505,TRUE,10
qr-00433,ast-00433,AST-00433,2396AA66846B9206B37E7148,TRUE,30
qr-00434,ast-00434,AST-00434,55F0B5228053442C764305E4,TRUE,15
qr-00435,ast-00435,AST-00435,71705F7D28A851E1CEBFB4FC,TRUE,5
qr-00436,ast-00436,AST-00436,19EFBBA79C33988CCA14EEFE,TRUE,45
qr-00437,ast-00437,AST-00437,A01CCD1962FC7467E8784801,TRUE,38
qr-00438,ast-00438,AST-00438,4B879911533F33E978F658F4,TRUE,43
qr-00439,ast-00439,AST-00439,4B252860D0F3BD0416F3CC77,TRUE,45
qr-00440,ast-00440,AST-00440,455B40EB497DBDAE004918E7,FALSE,13
qr-00441,ast-00441,AST-00441,56C8215D0E99F9737646A1CA,TRUE,30
qr-00442,ast-00442,AST-00442,88289E3A528714D6BA27AFC2,TRUE,6
qr-00443,ast-00443,AST-00443,BE53CDF65D8617706F386DDB,TRUE,32
qr-00444,ast-00444,AST-00444,3FE99F8D682116F3D3439114,TRUE,17
qr-00445,ast-00445,AST-00445,F03F9FE640B78CCA087F617D,TRUE,0
qr-00446,ast-00446,AST-00446,ADFF34CC4250B5603D38AE42,TRUE,28
qr-00447,ast-00447,AST-00447,7FCA727EBC16B859F2DD2AD9,TRUE,49
qr-00448,ast-00448,AST-00448,624A7F6E3CE9854E63A4F823,TRUE,50
qr-00449,ast-00449,AST-00449,2B4370C919E2FE6DF8680099,TRUE,46
qr-00450,ast-00450,AST-00450,2AE47F346CA324606F9739CF,FALSE,16
qr-00451,ast-00451,AST-00451,49036E970F1E0AAE34051053,TRUE,5
qr-00452,ast-00452,AST-00452,788B3FB3D9B03A36D1169427,FALSE,48
qr-00453,ast-00453,AST-00453,A6ABAB2D058067F4092A5B28,TRUE,10
qr-00454,ast-00454,AST-00454,230C06EF1ED042902E1432A8,TRUE,8
qr-00455,ast-00455,AST-00455,9CCFF2835F7CCAA6D869ADDF,TRUE,9
qr-00456,ast-00456,AST-00456,34901B5AFDFD41F8557D600A,TRUE,0
qr-00457,ast-00457,AST-00457,EE41FE0571888EB784C1E54A,TRUE,43
qr-00458,ast-00458,AST-00458,4AEACEE77989A0C814F3027E,FALSE,14
qr-00459,ast-00459,AST-00459,908EBE79B61AAC4D29F3D448,TRUE,30
qr-00460,ast-00460,AST-00460,1D59865DE6065AC7B720FB28,TRUE,35
qr-00461,ast-00461,AST-00461,C5509DB49DACFB01D887B4C8,TRUE,22
qr-00462,ast-00462,AST-00462,7453A4CC0E50C917C18DFB38,TRUE,41
qr-00463,ast-00463,AST-00463,BF4D1151367921578F0D2F01,TRUE,2
qr-00464,ast-00464,AST-00464,4B449B92DEFDB88FE45B8FAC,TRUE,1
qr-00465,ast-00465,AST-00465,45701077298B512746C0002B,TRUE,38
qr-00466,ast-00466,AST-00466,CD073923DF80A6B6E70C5F5F,TRUE,40
qr-00467,ast-00467,AST-00467,8ADE5B4461B852F704EAD315,TRUE,26
qr-00468,ast-00468,AST-00468,F84AACD447ACB81738B78670,TRUE,41
qr-00469,ast-00469,AST-00469,5C811C02765B40347F6A8830,TRUE,16
qr-00470,ast-00470,AST-00470,8190FE14AEF3FA9C30606EE9,TRUE,8
qr-00471,ast-00471,AST-00471,6FAC638E3592FC968C71AFD3,TRUE,4
qr-00472,ast-00472,AST-00472,4C5DA79EA4CC1ABAA57D41D1,TRUE,41
qr-00473,ast-00473,AST-00473,B59947F1B6B6376ECFA0F7FD,TRUE,0
qr-00474,ast-00474,AST-00474,82BEBE68DBF33A2385506DA6,TRUE,42
qr-00475,ast-00475,AST-00475,BA5499149C7123293E8CF3C2,TRUE,6
qr-00476,ast-00476,AST-00476,48D633A541078DE7894F8EFA,TRUE,45
qr-00477,ast-00477,AST-00477,801551EE4AE1961CA2015321,TRUE,50
qr-00478,ast-00478,AST-00478,F8B698C1B053937C59CEBE15,TRUE,18
qr-00479,ast-00479,AST-00479,C555F9E637458CA592C8EC78,TRUE,43
qr-00480,ast-00480,AST-00480,2BBC1865820E8139C04DA63A,TRUE,26
qr-00481,ast-00481,AST-00481,3403FC3D031F30D01FBA6C05,FALSE,19
qr-00482,ast-00482,AST-00482,2FCAE27326B79C27DF99FE95,TRUE,37
qr-00483,ast-00483,AST-00483,C727542CBDFBF99230FB6268,TRUE,24
qr-00484,ast-00484,AST-00484,B228AA5EC1C15EB6E842F056,FALSE,22
qr-00485,ast-00485,AST-00485,5B5270BE139C6388B0BE303D,FALSE,14
qr-00486,ast-00486,AST-00486,2EF0DBB9D5C61F14F7A190E7,TRUE,39
qr-00487,ast-00487,AST-00487,66A76FF780514FB664A39E7A,TRUE,38
qr-00488,ast-00488,AST-00488,D8FBE56BF8F498FEF9E19A48,TRUE,9
qr-00489,ast-00489,AST-00489,F033230C4F3CC225BCFD3D53,TRUE,8
qr-00490,ast-00490,AST-00490,1CB0F322526B3928C5F5A7EB,TRUE,33
qr-00491,ast-00491,AST-00491,30DEEF37104DCBDA3C66E1EC,TRUE,8
qr-00492,ast-00492,AST-00492,B9541DC273199EFC7F96AF57,TRUE,48
qr-00493,ast-00493,AST-00493,D1FB103A7983EFA978467B97,FALSE,34
qr-00494,ast-00494,AST-00494,B7C8B4C105971AFEFB57A14F,TRUE,46
qr-00495,ast-00495,AST-00495,BDEBE80C437606D94935AB79,TRUE,21
qr-00496,ast-00496,AST-00496,35CF464FED14CE1C30379145,TRUE,36
qr-00497,ast-00497,AST-00497,BB1297BA6CFB71C42881D586,FALSE,46
qr-00498,ast-00498,AST-00498,2A7E044F94A9B4DCED7E63C6,TRUE,11
qr-00499,ast-00499,AST-00499,5E83B52AF3651AC26AFC0519,TRUE,32
qr-00500,ast-00500,AST-00500,EC5F9554C85DC93C0130E0B6,TRUE,33
