asset_id,company_id,category_id,category_name,asset_tag,brand,model,serial_number,purchase_date,purchase_price,warranty_expiry,status,condition,current_employee_id,location,notes
ast-00141,comp-001,cat-01,Laptop,AST-00141,Apple,MacBook Pro 14 M3,APP-LAPT-11620-8812,2023-05-16,2578.35,2026-05-15,assigned,good,,Warehouse - Jakarta,
ast-00142,comp-001,cat-04,Smartphone,AST-00142,Apple,iPhone 15 Pro,APP-SMAR-99434-2536,2025-02-23,940.52,2029-02-22,available,good,,Branch - Surabaya,
ast-00143,comp-001,cat-03,Monitor,AST-00143,Dell,P2423DE 24 16:9,DEL-MONI-99749-2677,2021-02-08,1109.62,2024-02-08,available,good,,Jakarta HQ - Floor 2,
ast-00144,comp-001,cat-01,Laptop,AST-00144,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-26673-6350,2021-07-16,1249.20,2025-07-15,available,good,,Data Center - Jakarta,
ast-00145,comp-001,cat-01,Laptop,AST-00145,Dell,XPS 15 9530,DEL-LAPT-93673-8587,2025-05-07,3090.59,2029-05-06,assigned,new,,Data Center - Jakarta,
ast-00146,comp-001,cat-03,Monitor,AST-00146,HP,E27u G5 27 4K,HP-MONI-52064-1316,2021-01-19,700.73,2025-01-18,available,good,,Jakarta HQ - Floor 2,
ast-00147,comp-001,cat-08,Router,AST-00147,Cisco,ISR 1100-8P,CIS-ROUT-45318-5908,2020-03-08,1514.22,2022-03-08,assigned,good,,Warehouse - Jakarta,
ast-00148,comp-001,cat-01,Laptop,AST-00148,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-55971-8907,2025-07-09,1374.56,2029-07-08,available,good,,Jakarta HQ - Floor 5,
ast-00149,comp-001,cat-01,Laptop,AST-00149,Dell,XPS 15 9530,DEL-LAPT-87788-3360,2024-09-13,1855.32,2026-09-13,available,new,,Warehouse - Bandung,
ast-00150,comp-001,cat-08,Router,AST-00150,Cisco,ISR 1100-8P,CIS-ROUT-14872-6808,2021-08-16,548.86,2023-08-16,assigned,fair,,Remote - WFH,
ast-00151,comp-001,cat-02,Desktop,AST-00151,Dell,OptiPlex 7000 Tower,DEL-DESK-29903-5824,2021-04-30,1706.37,2024-04-29,maintenance,good,,Branch - Surabaya,
ast-00152,comp-001,cat-09,Tablet,AST-00152,Samsung,Galaxy Tab S9 Ultra,SAM-TABL-56459-3195,2025-10-04,1107.79,2026-10-04,available,poor,,Jakarta HQ - Floor 5,
ast-00153,comp-001,cat-01,Laptop,AST-00153,HP,EliteBook 840 G10,HP-LAPT-39798-8175,2020-06-24,3107.34,2023-06-24,assigned,good,,Remote - WFH,
ast-00154,comp-001,cat-01,Laptop,AST-00154,Dell,XPS 15 9530,DEL-LAPT-23981-4184,2022-08-30,2607.80,2026-08-29,available,damaged,,Jakarta HQ - Floor 5,
ast-00155,comp-001,cat-08,Router,AST-00155,Fortinet,FortiGate 60F,FOR-ROUT-75887-5542,2021-02-11,1852.76,2024-02-11,assigned,new,,Jakarta HQ - Floor 3,
ast-00156,comp-001,cat-10,Peripheral,AST-00156,Poly,Voyager 5200 Headset,POL-PERI-54833-7091,2022-10-31,152.34,2026-10-30,assigned,good,,Jakarta HQ - Floor 5,
ast-00157,comp-001,cat-07,Network Switch,AST-00157,Juniper,EX3400-48P,JUN-NETW-34063-9571,2020-10-02,739.35,2024-10-01,available,fair,,Jakarta HQ - Floor 5,
ast-00158,comp-001,cat-07,Network Switch,AST-00158,Cisco,Catalyst 9200-48P,CIS-NETW-47439-2977,2020-12-12,3381.55,2023-12-12,assigned,good,,Remote - WFH,
ast-00159,comp-001,cat-05,Printer,AST-00159,HP,LaserJet Pro M404dn,HP-PRIN-20651-8268,2022-09-22,1559.00,2026-09-21,assigned,good,,Remote - WFH,
ast-00160,comp-001,cat-03,Monitor,AST-00160,Dell,P2423DE 24 16:9,DEL-MONI-69152-1339,2021-05-18,1122.99,2024-05-17,maintenance,fair,,Data Center - Jakarta,
ast-00161,comp-001,cat-07,Network Switch,AST-00161,Cisco,Catalyst 9300-48P,CIS-NETW-62124-5746,2020-10-02,1639.92,2021-10-02,assigned,fair,,Warehouse - Bandung,
ast-00162,comp-001,cat-04,Smartphone,AST-00162,Apple,iPhone 15,APP-SMAR-40827-3361,2020-06-26,932.18,2024-06-25,available,good,,Remote - WFH,
ast-00163,comp-001,cat-01,Laptop,AST-00163,Apple,MacBook Pro 14 M3,APP-LAPT-95378-7547,2020-09-19,2410.01,2024-09-18,assigned,damaged,,Jakarta HQ - Floor 5,
ast-00164,comp-001,cat-07,Network Switch,AST-00164,MikroTik,CRS326-24G-2S+RM,MIK-NETW-39542-8710,2020-11-23,710.19,2023-11-23,assigned,fair,,Remote - WFH,
ast-00165,comp-001,cat-06,Server,AST-00165,Dell,PowerEdge R650,DEL-SERV-76701-6650,2020-08-07,11347.50,2023-08-07,assigned,fair,,Data Center - Jakarta,
ast-00166,comp-001,cat-04,Smartphone,AST-00166,Apple,iPhone 15,APP-SMAR-19765-9282,2021-02-27,913.78,2025-02-26,available,good,,Jakarta HQ - Floor 1,
ast-00167,comp-001,cat-01,Laptop,AST-00167,ASUS,ZenBook 14 OLED,ASU-LAPT-54262-3402,2025-02-26,3478.18,2029-02-25,available,good,,Data Center - Jakarta,
ast-00168,comp-001,cat-10,Peripheral,AST-00168,Poly,Voyager 5200 Headset,POL-PERI-50135-8286,2020-08-29,120.12,2024-08-28,assigned,new,,Jakarta HQ - Floor 3,
ast-00169,comp-001,cat-02,Desktop,AST-00169,Apple,Mac Studio M2 Max,APP-DESK-95002-6917,2021-11-02,1482.88,2024-11-01,assigned,fair,,Jakarta HQ - Floor 2,
ast-00170,comp-001,cat-03,Monitor,AST-00170,Dell,U2723QE 4K USB-C Hub,DEL-MONI-35730-3750,2022-11-17,1191.55,2026-11-16,assigned,good,,Jakarta HQ - Floor 3,
ast-00171,comp-001,cat-10,Peripheral,AST-00171,Logitech,C922 Pro Webcam,LOG-PERI-68186-5082,2021-09-30,184.72,2023-09-30,assigned,fair,,Jakarta HQ - Floor 4,
ast-00172,comp-001,cat-10,Peripheral,AST-00172,Logitech,MX Keys Keyboard,LOG-PERI-70630-5498,2021-10-30,113.25,2023-10-30,available,good,,Jakarta HQ - Floor 3,
ast-00173,comp-001,cat-10,Peripheral,AST-00173,Jabra,Evolve2 65 Headset,JAB-PERI-91188-5071,2022-08-19,210.49,2024-08-18,available,good,,Warehouse - Bandung,
ast-00174,comp-001,cat-03,Monitor,AST-00174,Dell,P2423DE 24 16:9,DEL-MONI-80713-3614,2024-12-08,714.92,2026-12-08,available,new,,Jakarta HQ - Floor 5,
ast-00175,comp-001,cat-06,Server,AST-00175,HP,ProLiant DL380 Gen11,HP-SERV-78925-8619,2020-08-07,4813.14,2024-08-06,available,good,,Warehouse - Jakarta,
ast-00176,comp-001,cat-01,Laptop,AST-00176,ASUS,ZenBook 14 OLED,ASU-LAPT-31246-1431,2020-01-16,2180.34,2021-01-15,available,new,,Jakarta HQ - Floor 2,
ast-00177,comp-001,cat-03,Monitor,AST-00177,LG,27UP850N 27 4K,LG-MONI-41321-6976,2025-06-15,1002.79,2026-06-15,assigned,poor,,Jakarta HQ - Floor 4,
ast-00178,comp-001,cat-03,Monitor,AST-00178,Dell,U2723QE 4K USB-C Hub,DEL-MONI-31162-5304,2024-02-02,576.73,2025-02-01,assigned,good,,Warehouse - Jakarta,
ast-00179,comp-001,cat-01,Laptop,AST-00179,Apple,MacBook Pro 14 M3,APP-LAPT-19483-2139,2020-10-24,2560.88,2022-10-24,assigned,fair,,Warehouse - Jakarta,
ast-00180,comp-001,cat-04,Smartphone,AST-00180,Apple,iPhone 15,APP-SMAR-70518-7990,2024-08-17,1052.01,2026-08-17,assigned,fair,,Jakarta HQ - Floor 1,
ast-00181,comp-001,cat-04,Smartphone,AST-00181,Samsung,Galaxy S24,SAM-SMAR-80948-7281,2023-05-25,948.93,2026-05-24,assigned,good,,Jakarta HQ - Floor 1,
ast-00182,comp-001,cat-05,Printer,AST-00182,HP,LaserJet Enterprise M507,HP-PRIN-23185-8261,2022-01-30,1538.35,2025-01-29,available,good,,Remote - WFH,
ast-00183,comp-001,cat-01,Laptop,AST-00183,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-64686-8615,2022-01-22,1861.57,2024-01-22,maintenance,fair,,Branch - Surabaya,
ast-00184,comp-001,cat-09,Tablet,AST-00184,Microsoft,Surface Pro 9,MIC-TABL-43091-5617,2023-07-30,1051.55,2025-07-29,retired,poor,,Jakarta HQ - Floor 3,
ast-00185,comp-001,cat-01,Laptop,AST-00185,HP,ProBook 450 G10,HP-LAPT-98582-7506,2025-05-08,2542.23,2027-05-08,maintenance,poor,,Warehouse - Bandung,
ast-00186,comp-001,cat-08,Router,AST-00186,Cisco,ISR 4321,CIS-ROUT-44151-4310,2025-12-22,610.43,2027-12-22,maintenance,good,,Jakarta HQ - Floor 3,
ast-00187,comp-001,cat-01,Laptop,AST-00187,HP,ProBook 450 G10,HP-LAPT-44491-8190,2024-01-13,1275.18,2027-01-12,available,good,,Warehouse - Bandung,
ast-00188,comp-001,cat-03,Monitor,AST-00188,Dell,U2723QE 4K USB-C Hub,DEL-MONI-91691-4608,2023-04-04,1071.50,2027-04-03,assigned,fair,,Jakarta HQ - Floor 2,
ast-00189,comp-001,cat-06,Server,AST-00189,Dell,PowerEdge R750xs,DEL-SERV-37131-3359,2023-01-02,3935.97,2024-01-02,assigned,new,,Jakarta HQ - Floor 1,
ast-00190,comp-001,cat-07,Network Switch,AST-00190,Juniper,EX3400-48P,JUN-NETW-24456-6291,2022-07-16,3792.50,2025-07-15,assigned,fair,,Warehouse - Bandung,
ast-00191,comp-001,cat-04,Smartphone,AST-00191,Samsung,Galaxy S24,SAM-SMAR-81555-3592,2021-05-20,642.07,2023-05-20,assigned,good,,Jakarta HQ - Floor 2,
ast-00192,comp-001,cat-10,Peripheral,AST-00192,Jabra,Evolve2 65 Headset,JAB-PERI-37151-8174,2020-02-07,241.42,2021-02-06,assigned,fair,,Data Center - Jakarta,
ast-00193,comp-001,cat-01,Laptop,AST-00193,Apple,MacBook Air 15 M3,APP-LAPT-51545-4274,2024-08-07,2725.74,2027-08-07,assigned,good,,Warehouse - Jakarta,
ast-00194,comp-001,cat-01,Laptop,AST-00194,Apple,MacBook Pro 14 M3,APP-LAPT-73898-4552,2024-10-20,1802.55,2028-10-19,lost,new,,Jakarta HQ - Floor 2,
ast-00195,comp-001,cat-10,Peripheral,AST-00195,Jabra,Evolve2 65 Headset,JAB-PERI-82432-7242,2025-04-09,129.79,2027-04-09,available,good,,Jakarta HQ - Floor 3,
ast-00196,comp-001,cat-09,Tablet,AST-00196,Apple,iPad Air M1,APP-TABL-48088-6165,2020-03-28,988.45,2024-03-27,assigned,new,,Jakarta HQ - Floor 2,
ast-00197,comp-001,cat-01,Laptop,AST-00197,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-24432-3652,2024-09-07,2358.40,2026-09-07,available,good,,Branch - Surabaya,
ast-00198,comp-001,cat-01,Laptop,AST-00198,HP,ProBook 450 G10,HP-LAPT-39504-2968,2024-05-08,3281.85,2027-05-08,available,new,,Jakarta HQ - Floor 2,
ast-00199,comp-001,cat-10,Peripheral,AST-00199,Logitech,C922 Pro Webcam,LOG-PERI-67478-3539,2023-12-13,288.22,2025-12-12,available,damaged,,Branch - Surabaya,
ast-00200,comp-001,cat-01,Laptop,AST-00200,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-84934-6111,2025-04-16,2742.00,2029-04-15,assigned,new,,Branch - Surabaya,
ast-00201,comp-001,cat-01,Laptop,AST-00201,ASUS,ZenBook 14 OLED,ASU-LAPT-67760-7746,2023-08-10,3136.12,2026-08-09,available,good,,Jakarta HQ - Floor 1,
ast-00202,comp-001,cat-07,Network Switch,AST-00202,Ubiquiti,UniFi Switch Pro 48,UBI-NETW-65089-3653,2025-07-10,2415.03,2026-07-10,lost,fair,,Warehouse - Bandung,
ast-00203,comp-001,cat-01,Laptop,AST-00203,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-33825-3717,2023-03-18,2633.82,2027-03-17,assigned,new,,Jakarta HQ - Floor 5,
ast-00204,comp-001,cat-01,Laptop,AST-00204,Dell,Latitude 5540,DEL-LAPT-94330-2960,2020-08-25,1760.75,2023-08-25,assigned,fair,,Remote - WFH,
ast-00205,comp-001,cat-04,Smartphone,AST-00205,Apple,iPhone 15,APP-SMAR-33426-9497,2023-07-04,1339.19,2024-07-03,available,fair,,Warehouse - Jakarta,
ast-00206,comp-001,cat-01,Laptop,AST-00206,HP,EliteBook 840 G10,HP-LAPT-49176-4085,2021-02-08,3479.89,2022-02-08,assigned,good,,Jakarta HQ - Floor 2,
ast-00207,comp-001,cat-01,Laptop,AST-00207,ASUS,ZenBook 14 OLED,ASU-LAPT-33687-6152,2025-11-06,2717.22,2027-11-06,available,good,,Jakarta HQ - Floor 5,
ast-00208,comp-001,cat-04,Smartphone,AST-00208,Apple,iPhone 14,APP-SMAR-92403-3871,2021-01-23,923.81,2022-01-23,assigned,good,,Remote - WFH,
ast-00209,comp-001,cat-04,Smartphone,AST-00209,Apple,iPhone 15,APP-SMAR-65060-9385,2022-05-15,1499.80,2024-05-14,retired,good,,Jakarta HQ - Floor 4,
ast-00210,comp-001,cat-09,Tablet,AST-00210,Apple,iPad Air M1,APP-TABL-71675-7804,2020-12-14,1189.24,2024-12-13,assigned,good,,Jakarta HQ - Floor 1,
ast-00211,comp-001,cat-10,Peripheral,AST-00211,Poly,Voyager 5200 Headset,POL-PERI-25962-9024,2020-08-28,125.08,2024-08-27,assigned,fair,,Warehouse - Jakarta,
ast-00212,comp-001,cat-02,Desktop,AST-00212,HP,EliteDesk 800 G9,HP-DESK-24735-1647,2023-02-05,2276.06,2026-02-04,assigned,poor,,Jakarta HQ - Floor 4,
ast-00213,comp-001,cat-01,Laptop,AST-00213,Microsoft,Surface Laptop 5,MIC-LAPT-70246-8511,2022-01-02,2334.64,2023-01-02,assigned,new,,Jakarta HQ - Floor 3,
ast-00214,comp-001,cat-01,Laptop,AST-00214,Dell,XPS 15 9530,DEL-LAPT-90092-7119,2022-04-19,1276.64,2025-04-18,available,good,,Jakarta HQ - Floor 5,
ast-00215,comp-001,cat-03,Monitor,AST-00215,HP,E27u G5 27 4K,HP-MONI-38826-4378,2020-11-03,687.38,2022-11-03,assigned,good,,Branch - Surabaya,
ast-00216,comp-001,cat-02,Desktop,AST-00216,HP,EliteDesk 800 G9,HP-DESK-58984-3693,2025-01-25,2606.77,2028-01-25,assigned,fair,,Jakarta HQ - Floor 5,
ast-00217,comp-001,cat-03,Monitor,AST-00217,Samsung,S27A800 27 4K,SAM-MONI-23466-6246,2022-07-27,581.92,2023-07-27,maintenance,repairing,,Branch - Surabaya,
ast-00218,comp-001,cat-04,Smartphone,AST-00218,Samsung,Galaxy S24,SAM-SMAR-56529-7735,2022-01-27,613.89,2024-01-27,maintenance,good,,Jakarta HQ - Floor 4,
ast-00219,comp-001,cat-03,Monitor,AST-00219,Dell,U2723QE 4K USB-C Hub,DEL-MONI-83048-9856,2024-09-12,987.08,2027-09-12,available,good,,Branch - Surabaya,
ast-00220,comp-001,cat-09,Tablet,AST-00220,Apple,iPad Pro 12.9 M2,APP-TABL-46232-1191,2022-09-08,755.05,2024-09-07,assigned,good,,Jakarta HQ - Floor 5,
ast-00221,comp-001,cat-03,Monitor,AST-00221,Dell,U2723QE 4K USB-C Hub,DEL-MONI-67114-4977,2024-02-12,1034.26,2028-02-11,assigned,new,,Jakarta HQ - Floor 5,
ast-00222,comp-001,cat-03,Monitor,AST-00222,Dell,U2723QE 4K USB-C Hub,DEL-MONI-71503-4144,2025-10-29,555.25,2027-10-29,maintenance,fair,,Jakarta HQ - Floor 2,
ast-00223,comp-001,cat-07,Network Switch,AST-00223,Ubiquiti,UniFi Switch Pro 48,UBI-NETW-96400-4382,2023-02-13,1153.07,2024-02-13,maintenance,fair,,Branch - Surabaya,
ast-00224,comp-001,cat-02,Desktop,AST-00224,HP,EliteDesk 800 G9,HP-DESK-36707-8974,2024-11-01,1741.81,2027-11-01,available,new,,Remote - WFH,
ast-00225,comp-001,cat-02,Desktop,AST-00225,Dell,OptiPlex 7000 Tower,DEL-DESK-27739-9023,2023-04-16,1253.89,2024-04-15,available,damaged,,Data Center - Jakarta,
ast-00226,comp-001,cat-03,Monitor,AST-00226,LG,27UP850N 27 4K,LG-MONI-72801-7843,2023-01-06,862.97,2027-01-05,maintenance,good,,Jakarta HQ - Floor 3,
ast-00227,comp-001,cat-01,Laptop,AST-00227,Dell,Latitude 5540,DEL-LAPT-12911-9416,2020-12-10,3073.52,2021-12-10,assigned,fair,,Jakarta HQ - Floor 3,
ast-00228,comp-001,cat-05,Printer,AST-00228,Canon,imageRUNNER 2630i,CAN-PRIN-85036-7003,2021-07-17,497.11,2023-07-17,assigned,fair,,Data Center - Jakarta,
ast-00229,comp-001,cat-01,Laptop,AST-00229,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-92775-7361,2022-05-20,3129.04,2026-05-19,available,fair,,Jakarta HQ - Floor 5,
ast-00230,comp-001,cat-01,Laptop,AST-00230,Dell,Latitude 5540,DEL-LAPT-27837-5934,2020-01-20,1797.34,2022-01-19,retired,good,,Jakarta HQ - Floor 2,
ast-00231,comp-001,cat-09,Tablet,AST-00231,Microsoft,Surface Pro 9,MIC-TABL-36096-7187,2021-06-24,628.38,2022-06-24,available,new,,Jakarta HQ - Floor 1,
ast-00232,comp-001,cat-01,Laptop,AST-00232,Dell,Latitude 5540,DEL-LAPT-30663-2131,2020-07-22,3189.77,2023-07-22,assigned,fair,,Jakarta HQ - Floor 4,
ast-00233,comp-001,cat-07,Network Switch,AST-00233,MikroTik,CRS326-24G-2S+RM,MIK-NETW-72947-1798,2023-10-31,2447.83,2024-10-30,assigned,fair,,Jakarta HQ - Floor 3,
ast-00234,comp-001,cat-10,Peripheral,AST-00234,Logitech,C922 Pro Webcam,LOG-PERI-21701-6810,2021-11-13,208.33,2025-11-12,available,poor,,Jakarta HQ - Floor 1,
ast-00235,comp-001,cat-07,Network Switch,AST-00235,Juniper,EX3400-48P,JUN-NETW-75647-8673,2024-06-14,2947.49,2027-06-14,available,good,,Remote - WFH,
ast-00236,comp-001,cat-10,Peripheral,AST-00236,Logitech,MX Keys Keyboard,LOG-PERI-96126-1487,2025-09-04,218.71,2027-09-04,assigned,good,,Data Center - Jakarta,
ast-00237,comp-001,cat-01,Laptop,AST-00237,Apple,MacBook Air 15 M3,APP-LAPT-49432-1787,2021-01-25,1715.92,2022-01-25,assigned,new,,Jakarta HQ - Floor 1,
ast-00238,comp-001,cat-10,Peripheral,AST-00238,Logitech,MX Keys Keyboard,LOG-PERI-79847-4902,2020-11-07,211.40,2023-11-07,maintenance,good,,Warehouse - Bandung,
ast-00239,comp-001,cat-01,Laptop,AST-00239,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-45455-9684,2022-07-08,2704.34,2024-07-07,retired,good,,Jakarta HQ - Floor 3,
ast-00240,comp-001,cat-07,Network Switch,AST-00240,MikroTik,CRS326-24G-2S+RM,MIK-NETW-61575-4401,2025-03-17,3687.21,2027-03-17,assigned,good,,Jakarta HQ - Floor 3,
ast-00241,comp-001,cat-03,Monitor,AST-00241,Dell,U2723QE 4K USB-C Hub,DEL-MONI-45572-3404,2025-02-24,596.53,2028-02-24,assigned,good,,Jakarta HQ - Floor 4,
ast-00242,comp-001,cat-01,Laptop,AST-00242,Apple,MacBook Air 15 M3,APP-LAPT-40183-3871,2023-10-14,3290.55,2025-10-13,assigned,fair,,Data Center - Jakarta,
ast-00243,comp-001,cat-01,Laptop,AST-00243,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-68475-3806,2021-05-15,3131.24,2024-05-14,assigned,good,,Data Center - Jakarta,
ast-00244,comp-001,cat-04,Smartphone,AST-00244,Apple,iPhone 15 Pro,APP-SMAR-27141-9266,2021-10-14,1056.85,2023-10-14,available,good,,Jakarta HQ - Floor 5,
ast-00245,comp-001,cat-01,Laptop,AST-00245,Microsoft,Surface Laptop 5,MIC-LAPT-65976-4566,2023-04-06,1234.89,2027-04-05,available,good,,Data Center - Jakarta,
ast-00246,comp-001,cat-03,Monitor,AST-00246,HP,E27u G5 27 4K,HP-MONI-91798-1901,2021-07-13,793.55,2024-07-12,available,good,,Warehouse - Jakarta,
ast-00247,comp-001,cat-01,Laptop,AST-00247,Microsoft,Surface Laptop 5,MIC-LAPT-57780-7108,2020-11-22,2945.82,2024-11-21,available,good,,Jakarta HQ - Floor 2,
ast-00248,comp-001,cat-03,Monitor,AST-00248,Samsung,S27A800 27 4K,SAM-MONI-26287-8711,2023-11-10,740.89,2026-11-09,maintenance,good,,Jakarta HQ - Floor 5,
ast-00249,comp-001,cat-04,Smartphone,AST-00249,Apple,iPhone 15,APP-SMAR-17191-6560,2020-12-27,924.36,2021-12-27,assigned,good,,Jakarta HQ - Floor 5,
ast-00250,comp-001,cat-01,Laptop,AST-00250,Dell,XPS 15 9530,DEL-LAPT-49889-9580,2021-06-14,1715.62,2022-06-14,assigned,good,,Data Center - Jakarta,
ast-00251,comp-001,cat-08,Router,AST-00251,Cisco,ISR 1100-8P,CIS-ROUT-22894-9361,2020-01-22,1009.13,2022-01-21,maintenance,poor,,Branch - Surabaya,
ast-00252,comp-001,cat-10,Peripheral,AST-00252,Logitech,MX Master 3S Mouse,LOG-PERI-62285-9808,2020-06-07,245.84,2022-06-07,available,good,,Warehouse - Bandung,
ast-00253,comp-001,cat-06,Server,AST-00253,Dell,PowerEdge R750xs,DEL-SERV-70171-2999,2025-01-30,5132.71,2028-01-30,assigned,good,,Jakarta HQ - Floor 4,
ast-00254,comp-001,cat-01,Laptop,AST-00254,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-35730-1733,2025-04-19,3449.61,2028-04-18,available,good,,Jakarta HQ - Floor 1,
ast-00255,comp-001,cat-04,Smartphone,AST-00255,Apple,iPhone 14,APP-SMAR-34567-6346,2020-03-25,1069.42,2022-03-25,available,new,,Branch - Surabaya,
ast-00256,comp-001,cat-04,Smartphone,AST-00256,Google,Pixel 8 Pro,GOO-SMAR-30472-6240,2023-05-25,676.15,2024-05-24,assigned,fair,,Jakarta HQ - Floor 3,
ast-00257,comp-001,cat-04,Smartphone,AST-00257,Samsung,Galaxy S24 Ultra,SAM-SMAR-82983-9963,2025-09-28,1340.16,2026-09-28,assigned,poor,,Jakarta HQ - Floor 2,
ast-00258,comp-001,cat-01,Laptop,AST-00258,HP,EliteBook 840 G10,HP-LAPT-52764-9389,2021-02-12,1422.67,2024-02-12,available,new,,Jakarta HQ - Floor 1,
ast-00259,comp-001,cat-01,Laptop,AST-00259,HP,ProBook 450 G10,HP-LAPT-67250-4434,2023-02-27,2430.77,2026-02-26,available,fair,,Jakarta HQ - Floor 3,
ast-00260,comp-001,cat-10,Peripheral,AST-00260,Logitech,C922 Pro Webcam,LOG-PERI-81544-5236,2020-02-29,293.49,2023-02-28,assigned,good,,Branch - Surabaya,
ast-00261,comp-001,cat-01,Laptop,AST-00261,Microsoft,Surface Laptop 5,MIC-LAPT-78044-7782,2024-04-17,2391.20,2025-04-17,available,good,,Jakarta HQ - Floor 2,
ast-00262,comp-001,cat-01,Laptop,AST-00262,Apple,MacBook Pro 14 M3,APP-LAPT-56726-7753,2020-12-29,2313.07,2024-12-28,assigned,good,,Jakarta HQ - Floor 2,
ast-00263,comp-001,cat-01,Laptop,AST-00263,Microsoft,Surface Laptop 5,MIC-LAPT-38343-2531,2025-08-29,2129.20,2027-08-29,available,poor,,Jakarta HQ - Floor 2,
ast-00264,comp-001,cat-08,Router,AST-00264,MikroTik,RB4011iGS+RM,MIK-ROUT-26336-7038,2021-09-04,1580.25,2022-09-04,assigned,good,,Data Center - Jakarta,
ast-00265,comp-001,cat-01,Laptop,AST-00265,HP,ProBook 450 G10,HP-LAPT-90860-8663,2025-10-12,1761.83,2026-10-12,assigned,fair,,Warehouse - Bandung,
ast-00266,comp-001,cat-01,Laptop,AST-00266,Apple,MacBook Pro 14 M3,APP-LAPT-37111-5168,2021-02-08,1431.47,2024-02-08,assigned,repairing,,Jakarta HQ - Floor 1,
ast-00267,comp-001,cat-01,Laptop,AST-00267,HP,EliteBook 840 G10,HP-LAPT-27837-3622,2025-04-28,3331.39,2029-04-27,available,good,,Warehouse - Jakarta,
ast-00268,comp-001,cat-06,Server,AST-00268,Dell,PowerEdge R750xs,DEL-SERV-66415-2663,2023-04-03,4217.72,2026-04-02,available,new,,Jakarta HQ - Floor 3,
ast-00269,comp-001,cat-04,Smartphone,AST-00269,Xiaomi,13T Pro,XIA-SMAR-98644-7045,2020-12-06,1319.11,2022-12-06,available,good,,Remote - WFH,
ast-00270,comp-001,cat-01,Laptop,AST-00270,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-47748-6560,2021-01-30,2616.67,2022-01-30,available,new,,Data Center - Jakarta,
ast-00271,comp-001,cat-08,Router,AST-00271,Fortinet,FortiGate 60F,FOR-ROUT-58913-3686,2022-10-16,1271.62,2024-10-15,available,poor,,Jakarta HQ - Floor 4,
ast-00272,comp-001,cat-04,Smartphone,AST-00272,Samsung,Galaxy S24 Ultra,SAM-SMAR-97366-6451,2024-09-11,1255.78,2028-09-10,assigned,new,,Remote - WFH,
ast-00273,comp-001,cat-01,Laptop,AST-00273,Dell,Latitude 5540,DEL-LAPT-59583-5867,2023-01-15,1824.85,2025-01-14,available,good,,Jakarta HQ - Floor 1,
ast-00274,comp-001,cat-02,Desktop,AST-00274,Apple,Mac Studio M2 Max,APP-DESK-97644-8760,2023-02-22,887.06,2024-02-22,assigned,good,,Remote - WFH,
ast-00275,comp-001,cat-03,Monitor,AST-00275,Samsung,S27A800 27 4K,SAM-MONI-84542-5656,2020-06-21,468.21,2021-06-21,assigned,good,,Jakarta HQ - Floor 2,
ast-00276,comp-001,cat-03,Monitor,AST-00276,Samsung,S27A800 27 4K,SAM-MONI-83222-3552,2023-07-03,465.38,2026-07-02,available,repairing,,Branch - Surabaya,
ast-00277,comp-001,cat-05,Printer,AST-00277,Canon,imageRUNNER 2630i,CAN-PRIN-58338-5188,2021-04-29,395.13,2023-04-29,available,new,,Warehouse - Jakarta,
ast-00278,comp-001,cat-10,Peripheral,AST-00278,Logitech,C922 Pro Webcam,LOG-PERI-83164-7659,2020-04-05,274.09,2023-04-05,assigned,good,,Jakarta HQ - Floor 1,
ast-00279,comp-001,cat-01,Laptop,AST-00279,Apple,MacBook Pro 14 M3,APP-LAPT-99535-8303,2020-07-15,1953.04,2021-07-15,retired,good,,Jakarta HQ - Floor 1,
ast-00280,comp-001,cat-04,Smartphone,AST-00280,Apple,iPhone 15 Pro,APP-SMAR-90714-5646,2020-12-18,798.97,2021-12-18,assigned,good,,Warehouse - Jakarta,
ast-00281,comp-001,cat-02,Desktop,AST-00281,Apple,Mac Mini M2,APP-DESK-32327-2990,2022-05-09,2011.14,2024-05-08,maintenance,poor,,Warehouse - Bandung,
ast-00282,comp-001,cat-10,Peripheral,AST-00282,Logitech,MX Master 3S Mouse,LOG-PERI-49593-4694,2022-11-19,78.29,2026-11-18,retired,fair,,Data Center - Jakarta,
ast-00283,comp-001,cat-04,Smartphone,AST-00283,Samsung,Galaxy S24 Ultra,SAM-SMAR-73626-8992,2020-10-25,1067.31,2023-10-25,available,poor,,Branch - Surabaya,
ast-00284,comp-001,cat-06,Server,AST-00284,Lenovo,ThinkSystem SR650 V3,LEN-SERV-46051-1754,2022-12-14,6191.32,2025-12-13,available,new,,Jakarta HQ - Floor 3,
