audit_id,company_id,user_id,action,entity_type,entity_id,ip_address,user_agent,created_at
178,comp-001,emp-025,employee.offboard,employee,ref-00283,10.251.196.48,Flutter/3.16 (Mobile; Android 14),2026-01-23 14:01:43+07
179,comp-001,emp-092,employee.update,license,ref-00214,10.228.106.75,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-05-10 03:03:51+07
180,comp-001,emp-087,license.assign,user,ref-00110,10.55.82.150,Flutter/3.16 (Mobile; Android 14),2026-02-07 04:13:31+07
181,comp-001,emp-072,user.login,user,ref-00331,10.137.220.181,Flutter/3.16 (Mobile; Android 14),2026-06-06 12:09:13+07
182,comp-001,emp-079,user.login,user,ref-00035,10.32.184.2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-04-27 22:33:40+07
183,comp-001,emp-073,asset.assign,license,ref-00459,10.225.12.252,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-01-18 10:50:52+07
184,comp-001,emp-072,ai.prediction.run,employee,ref-00207,10.64.119.15,Flutter/3.16 (Mobile; iOS 17.2),2026-06-18 05:09:50+07
185,comp-001,emp-037,asset.create,software,ref-00113,10.243.233.177,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-01-10 00:24:49+07
186,comp-001,emp-078,report.generate,user,ref-00271,10.126.111.110,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-13 02:19:05+07
187,comp-001,emp-077,asset.return,asset,ref-00058,10.63.162.93,Flutter/3.16 (Mobile; Android 14),2026-01-19 02:10:24+07
188,comp-001,emp-093,license.revoke,license,ref-00496,10.95.69.204,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-01-05 00:07:30+07
189,comp-001,emp-087,license.revoke,employee,ref-00322,10.183.17.188,Flutter/3.16 (Mobile; Android 14),2026-03-15 09:19:38+07
190,comp-001,emp-063,asset.assign,software,ref-00004,10.142.66.148,Flutter/3.16 (Mobile; iOS 17.2),2026-04-06 21:28:25+07
191,comp-001,emp-047,license.assign,software,ref-00078,10.203.102.243,Flutter/3.16 (Mobile; iOS 17.2),2026-01-18 21:01:36+07
192,comp-001,emp-012,employee.create,license,ref-00362,10.232.183.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-05-25 11:55:11+07
193,comp-001,emp-073,asset.update,software,ref-00478,10.161.233.55,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-05-13 22:25:18+07
194,comp-001,emp-055,asset.assign,license,ref-00387,10.160.69.159,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-02-13 08:39:18+07
195,comp-001,emp-053,software.create,user,ref-00043,10.125.195.197,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-06-23 09:14:53+07
196,comp-001,emp-071,software.create,user,ref-00496,10.180.16.155,Flutter/3.16 (Mobile; Android 14),2026-05-07 21:02:37+07
197,comp-001,emp-049,asset.assign,notification,ref-00304,10.40.156.252,Flutter/3.16 (Mobile; Android 14),2026-04-28 12:32:03+07
198,comp-001,emp-009,ai.query,employee,ref-00412,10.27.172.69,Flutter/3.16 (Mobile; Android 14),2026-01-18 08:05:16+07
199,comp-001,emp-015,user.login,user,ref-00465,10.106.100.88,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-04-03 07:15:36+07
200,comp-001,emp-065,asset.return,license,ref-00440,10.122.100.117,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-05-24 23:00:52+07
201,comp-001,emp-064,employee.offboard,employee,ref-00137,10.24.207.251,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-02-05 00:17:47+07
202,comp-001,emp-087,asset.return,user,ref-00442,10.25.37.108,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-02-02 21:12:52+07
203,comp-001,emp-008,report.generate,user,ref-00307,10.186.6.184,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-05-15 18:53:45+07
204,comp-001,emp-081,software.create,employee,ref-00291,10.245.61.9,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-19 07:36:12+07
205,comp-001,emp-097,asset.return,notification,ref-00236,10.145.177.90,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-01-09 13:12:01+07
206,comp-001,emp-053,software.create,software,ref-00154,10.48.166.202,Flutter/3.16 (Mobile; iOS 17.2),2026-05-21 08:25:40+07
207,comp-001,emp-008,ai.query,software,ref-00361,10.172.195.71,Flutter/3.16 (Mobile; iOS 17.2),2026-03-02 06:55:28+07
208,comp-001,emp-021,ai.query,user,ref-00481,10.33.72.58,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-23 06:11:30+07
209,comp-001,emp-042,software.create,asset,ref-00223,10.232.139.195,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-04-26 03:09:39+07
210,comp-001,emp-080,license.create,software,ref-00235,10.179.136.78,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-04-09 07:17:35+07
211,comp-001,emp-018,license.assign,license,ref-00147,10.23.105.194,Flutter/3.16 (Mobile; Android 14),2026-02-10 21:02:59+07
212,comp-001,emp-083,ai.prediction.run,notification,ref-00408,10.140.180.253,Flutter/3.16 (Mobile; iOS 17.2),2026-03-22 04:30:33+07
213,comp-001,emp-045,report.generate,employee,ref-00379,10.139.55.88,Flutter/3.16 (Mobile; Android 14),2026-05-02 00:23:25+07
214,comp-001,emp-021,employee.create,user,ref-00086,10.94.82.54,Flutter/3.16 (Mobile; Android 14),2026-05-09 01:55:44+07
215,comp-001,emp-065,software.create,license,ref-00077,10.58.108.235,Flutter/3.16 (Mobile; Android 14),2026-06-01 12:51:36+07
216,comp-001,emp-080,report.generate,software,ref-00018,10.2.5.214,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-04-21 22:13:22+07
217,comp-001,emp-068,employee.offboard,license,ref-00435,10.212.243.119,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-02-07 14:51:22+07
218,comp-001,emp-052,employee.create,asset,ref-00147,10.110.129.230,Flutter/3.16 (Mobile; iOS 17.2),2026-01-19 01:36:50+07
219,comp-001,emp-052,asset.update,user,ref-00188,10.158.49.69,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-01-27 21:48:08+07
220,comp-001,emp-097,license.assign,software,ref-00479,10.113.255.82,Flutter/3.16 (Mobile; iOS 17.2),2026-02-21 19:20:51+07
221,comp-001,emp-031,license.revoke,user,ref-00224,10.164.80.43,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-23 20:12:25+07
222,comp-001,emp-031,settings.update,notification,ref-00385,10.27.87.132,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-06-17 21:03:49+07
223,comp-001,emp-011,asset.assign,software,ref-00075,10.15.119.165,Flutter/3.16 (Mobile; iOS 17.2),2026-05-17 06:24:07+07
224,comp-001,emp-086,employee.offboard,software,ref-00304,10.226.26.11,Flutter/3.16 (Mobile; iOS 17.2),2026-04-18 00:11:49+07
225,comp-001,emp-027,license.revoke,employee,ref-00263,10.126.185.175,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-03-17 21:08:51+07
226,comp-001,emp-047,ai.prediction.run,license,ref-00470,10.210.93.130,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-04-24 09:39:54+07
227,comp-001,emp-029,license.revoke,notification,ref-00105,10.70.3.39,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-05-17 05:10:25+07
228,comp-001,emp-085,ai.prediction.run,asset,ref-00354,10.120.45.159,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-02-08 17:37:30+07
229,comp-001,emp-079,report.generate,license,ref-00454,10.110.142.74,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-02-06 09:24:47+07
230,comp-001,emp-006,license.revoke,user,ref-00303,10.133.156.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-03-26 06:54:15+07
231,comp-001,emp-099,license.create,asset,ref-00199,10.110.140.23,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-01-03 23:48:44+07
232,comp-001,emp-049,employee.update,license,ref-00190,10.170.165.68,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-02-20 15:32:50+07
233,comp-001,emp-097,license.revoke,notification,ref-00369,10.0.218.218,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-06-13 04:35:34+07
234,comp-001,emp-045,asset.return,user,ref-00473,10.32.219.18,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-03-11 00:03:18+07
235,comp-001,emp-002,user.login,user,ref-00105,10.220.74.190,Flutter/3.16 (Mobile; Android 14),2026-03-01 01:20:04+07
236,comp-001,emp-096,settings.update,software,ref-00325,10.241.103.239,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-04-14 20:14:27+07
237,comp-001,emp-014,software.create,employee,ref-00235,10.205.146.27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-04-27 11:05:52+07
238,comp-001,emp-052,ai.prediction.run,license,ref-00274,10.26.149.2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-06-01 04:56:33+07
239,comp-001,emp-016,ai.prediction.run,license,ref-00115,10.50.234.184,Flutter/3.16 (Mobile; Android 14),2026-02-25 12:17:26+07
240,comp-001,emp-052,license.create,employee,ref-00049,10.44.159.21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-03-04 02:13:52+07
241,comp-001,emp-065,report.generate,software,ref-00107,10.67.177.121,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-03-18 19:19:31+07
242,comp-001,emp-098,employee.offboard,license,ref-00016,10.209.169.166,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-06-04 07:02:03+07
243,comp-001,emp-085,report.generate,asset,ref-00441,10.191.173.42,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-02-27 02:28:00+07
244,comp-001,emp-010,software.create,license,ref-00018,10.172.126.111,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-04-21 08:16:09+07
245,comp-001,emp-068,user.login,user,ref-00207,10.9.200.182,Flutter/3.16 (Mobile; iOS 17.2),2026-04-03 02:09:46+07
246,comp-001,emp-091,license.revoke,employee,ref-00347,10.168.136.98,Flutter/3.16 (Mobile; iOS 17.2),2026-06-07 08:03:41+07
247,comp-001,emp-023,asset.update,asset,ref-00100,10.83.91.67,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-01-13 03:19:59+07
248,comp-001,emp-033,license.assign,software,ref-00316,10.182.12.125,Flutter/3.16 (Mobile; iOS 17.2),2026-05-22 06:40:01+07
249,comp-001,emp-095,asset.return,user,ref-00157,10.42.48.214,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-01 09:28:46+07
250,comp-001,emp-029,software.create,license,ref-00320,10.192.97.51,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-04-28 19:13:39+07
251,comp-001,emp-012,employee.update,notification,ref-00257,10.213.143.218,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-04-21 07:05:34+07
252,comp-001,emp-100,report.generate,employee,ref-00287,10.229.94.190,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-04-14 00:23:51+07
253,comp-001,emp-058,asset.assign,user,ref-00087,10.164.101.187,Flutter/3.16 (Mobile; iOS 17.2),2026-04-01 08:18:33+07
254,comp-001,emp-052,user.logout,user,ref-00205,10.127.62.22,Flutter/3.16 (Mobile; iOS 17.2),2026-02-04 12:48:30+07
255,comp-001,emp-023,report.generate,user,ref-00414,10.2.185.57,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-01-10 06:04:24+07
256,comp-001,emp-044,asset.update,license,ref-00124,10.72.141.97,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-06-15 03:49:09+07
257,comp-001,emp-074,license.create,asset,ref-00062,10.111.161.218,Flutter/3.16 (Mobile; iOS 17.2),2026-06-20 01:34:27+07
258,comp-001,emp-021,employee.create,employee,ref-00224,10.86.83.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-04-09 09:24:20+07
259,comp-001,emp-082,employee.create,license,ref-00232,10.26.213.12,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-01-14 07:24:56+07
260,comp-001,emp-012,license.assign,license,ref-00080,10.47.112.137,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-06-23 14:20:36+07
261,comp-001,emp-020,asset.return,employee,ref-00329,10.58.16.193,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-03-07 22:15:23+07
262,comp-001,emp-016,asset.update,asset,ref-00247,10.152.9.44,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-01-28 23:42:44+07
263,comp-001,emp-080,employee.update,notification,ref-00106,10.148.186.56,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-01-09 21:03:36+07
264,comp-001,emp-023,asset.create,license,ref-00392,10.196.175.178,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-02-14 07:03:09+07
265,comp-001,emp-009,license.create,notification,ref-00486,10.13.58.72,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-01-15 20:06:24+07
266,comp-001,emp-073,user.login,user,ref-00101,10.234.221.137,Flutter/3.16 (Mobile; iOS 17.2),2026-04-11 00:25:21+07
267,comp-001,emp-060,employee.create,license,ref-00424,10.190.220.46,Flutter/3.16 (Mobile; Android 14),2026-02-28 04:30:31+07
268,comp-001,emp-095,asset.assign,notification,ref-00370,10.50.247.197,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-06-05 19:21:14+07
269,comp-001,emp-064,employee.update,user,ref-00052,10.204.82.122,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-23 04:51:23+07
270,comp-001,emp-014,asset.return,user,ref-00376,10.77.197.15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-05-06 17:42:30+07
271,comp-001,emp-085,employee.update,asset,ref-00159,10.79.131.11,Flutter/3.16 (Mobile; iOS 17.2),2026-01-20 16:14:51+07
272,comp-001,emp-068,asset.update,user,ref-00458,10.143.213.113,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-01-01 11:46:45+07
273,comp-001,emp-036,asset.create,notification,ref-00038,10.161.196.156,Flutter/3.16 (Mobile; iOS 17.2),2026-06-08 03:14:35+07
274,comp-001,emp-090,user.logout,user,ref-00141,10.186.43.34,Flutter/3.16 (Mobile; iOS 17.2),2026-03-17 18:05:37+07
275,comp-001,emp-013,user.login,user,ref-00253,10.42.17.70,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-03-09 16:04:05+07
276,comp-001,emp-027,asset.return,asset,ref-00105,10.113.21.223,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-02-03 04:40:25+07
277,comp-001,emp-055,asset.update,software,ref-00276,10.45.63.89,Flutter/3.16 (Mobile; iOS 17.2),2026-06-06 07:07:14+07
278,comp-001,emp-023,user.logout,user,ref-00254,10.116.120.72,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-01-07 19:34:26+07
279,comp-001,emp-018,asset.assign,notification,ref-00493,10.232.30.245,Flutter/3.16 (Mobile; Android 14),2026-04-20 20:38:07+07
280,comp-001,emp-048,license.revoke,employee,ref-00312,10.118.44.51,Flutter/3.16 (Mobile; Android 14),2026-06-13 15:26:07+07
281,comp-001,emp-044,asset.create,asset,ref-00339,10.161.30.216,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-06 04:06:59+07
282,comp-001,emp-095,asset.update,notification,ref-00125,10.3.226.145,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-04-23 05:24:04+07
283,comp-001,emp-030,report.generate,software,ref-00457,10.135.214.72,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-01-06 22:20:39+07
284,comp-001,emp-064,ai.prediction.run,user,ref-00423,10.203.33.2,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-05-13 04:08:35+07
285,comp-001,emp-099,license.revoke,asset,ref-00042,10.196.162.61,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-06-15 18:59:32+07
286,comp-001,emp-077,report.generate,notification,ref-00413,10.70.73.7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-03-09 01:38:41+07
287,comp-001,emp-099,user.logout,user,ref-00077,10.92.173.69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-04-20 04:08:07+07
288,comp-001,emp-078,settings.update,notification,ref-00124,10.89.99.178,Flutter/3.16 (Mobile; Android 14),2026-05-22 21:54:10+07
289,comp-001,emp-023,asset.return,license,ref-00358,10.199.112.97,Flutter/3.16 (Mobile; Android 14),2026-05-07 12:50:53+07
290,comp-001,emp-099,asset.return,software,ref-00254,10.240.140.76,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2026-03-05 19:04:14+07
291,comp-001,emp-055,employee.offboard,user,ref-00111,10.17.209.190,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-01-15 15:38:27+07
292,comp-001,emp-074,ai.prediction.run,employee,ref-00475,10.142.19.34,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-06-13 02:49:50+07
293,comp-001,emp-022,asset.return,employee,ref-00436,10.179.252.121,Flutter/3.16 (Mobile; iOS 17.2),2026-02-05 13:07:27+07
294,comp-001,emp-020,settings.update,notification,ref-00431,10.6.31.65,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-04-15 17:39:47+07
295,comp-001,emp-067,employee.offboard,notification,ref-00114,10.236.237.134,Flutter/3.16 (Mobile; iOS 17.2),2026-01-11 03:08:09+07
296,comp-001,emp-026,settings.update,user,ref-00003,10.130.105.225,Flutter/3.16 (Mobile; Android 14),2026-05-16 22:03:13+07
297,comp-001,emp-065,settings.update,license,ref-00391,10.38.215.98,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-02-13 15:22:43+07
298,comp-001,emp-077,user.logout,user,ref-00068,10.154.210.193,Flutter/3.16 (Mobile; iOS 17.2),2026-06-13 03:44:04+07
299,comp-001,emp-053,settings.update,notification,ref-00091,10.10.139.75,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605,2026-06-19 17:10:07+07
300,comp-001,emp-037,settings.update,employee,ref-00486,10.27.69.31,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2026-03-26 21:28:21+07
